Offense_Code,Offense_Category,Description,Police_District,Beat,Occurence_Date
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2C,2021/10/24 07:00:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3A,2021/11/01 15:15:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,2021/10/22 05:51:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,2021/10/31 00:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,2021/10/22 14:58:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,2021/10/28 16:19:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4B,2021/11/04 03:45:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3B,2021/11/04 21:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,2021/10/31 06:35:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6D,2021/10/30 15:05:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,2021/10/28 19:27:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1A,2021/10/30 04:15:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,2021/11/06 05:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,2021/11/02 21:06:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,2021/11/06 05:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,2021/11/02 22:06:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,2021/11/06 06:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,2021/11/03 16:21:00+00
1203,ROBBERY,211 PC ROBBERY-SHOPLIFT,6,6B,2021/11/01 22:35:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,2021/11/02 15:15:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4C,2021/11/02 18:18:00+00
2999,TAMPERING,10852 VC VEHICLE TAMPERING,3,3B,2021/11/03 14:15:00+00
2205,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,3,3A,2021/09/26 00:04:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,5,5B,2021/11/05 10:08:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,2021/11/05 08:22:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,2021/11/05 15:06:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3A,2021/11/01 07:00:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6B,2021/11/05 07:00:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6A,2021/11/05 16:50:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6B,2021/10/23 07:00:00+00
1299,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3A,2021/11/04 23:27:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,2021/11/03 23:02:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,2021/11/04 01:46:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,2021/11/04 04:20:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,2021/09/16 18:17:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,2021/09/16 16:13:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,2021/11/06 04:30:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/09/16 17:02:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,2021/09/17 01:17:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,UI,UI,2021/09/17 04:05:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/09/17 08:02:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,2021/09/17 17:30:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,2021/09/17 20:06:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,2021/09/18 03:09:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,2021/09/17 14:00:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6D,2021/10/22 01:22:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,2021/09/17 19:13:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,2021/10/22 19:00:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,2021/10/31 02:00:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,2021/11/05 19:16:00+00
1313,ASSAULT,368(C) CAUSE PAIN/INJ TO ELDER,6,6C,2021/11/05 02:43:00+00
2803,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2A,2021/11/05 17:29:00+00
5202,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-MIS,2,2C,2021/11/05 23:33:00+00
3562,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,2,2B,2021/11/02 00:37:00+00
6201,CONSERVATION,600(A) PC HARM POLICE DOG/HORS,6,6B,2021/11/06 03:36:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6A,2021/11/04 23:00:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,5,5C,2021/11/05 19:19:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,2021/11/05 20:14:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,4,4A,2021/11/05 21:51:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5A,2021/11/01 17:12:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5A,2021/11/01 19:19:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6C,2021/10/29 22:00:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4A,2021/10/31 04:29:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1B,2021/10/30 06:30:00+00
2305,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1A,2021/11/03 08:00:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6E,2021/10/31 23:00:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1B,2021/10/27 22:27:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1A,2021/10/06 09:30:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2A,2021/11/02 08:58:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1A,2021/11/02 08:39:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4A,2021/11/02 20:50:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4A,2021/11/03 00:04:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5A,2021/11/02 02:15:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6E,2021/11/02 18:20:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,2021/10/29 00:05:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3A,2021/11/02 16:20:00+00
2299,BURGLARY,459 PC BURG VEHICLE,2,2A,2021/10/27 06:15:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6D,2021/11/04 08:20:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,2021/08/24 22:35:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,2021/10/31 17:50:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,2021/11/01 23:25:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4A,2021/11/02 05:00:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2C,2021/10/29 15:30:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2B,2021/11/01 15:45:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,2021/11/03 12:30:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6E,2021/10/23 16:30:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,2021/11/03 05:00:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6B,2021/11/03 03:00:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,2021/10/26 18:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,2021/10/29 00:00:00+00
2205,BURGLARY,459 PC BURG BUSINESS-NO FORCE,3,3M,2021/11/01 11:20:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2B,2021/11/01 20:00:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,2021/11/05 07:59:00+00
2799,EMBEZZLEMENT,503 PC EMBEZZLEMENT,2,2A,2021/11/05 15:33:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,2021/11/03 23:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,2021/09/18 13:50:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,2021/11/04 17:00:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,2021/11/06 01:19:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,2021/09/18 17:02:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4B,2021/11/05 18:01:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,2021/11/05 20:43:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,2021/11/06 01:00:00+00
2399,LARCENY,487(D)(2) GRAND THFT GUN <$950,6,6B,2021/11/05 23:10:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,2021/09/18 16:43:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,2021/09/18 18:10:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,2021/11/06 00:54:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,2021/09/18 14:30:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5C,2021/11/06 05:09:00+00
1299,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1A,2021/11/06 05:00:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6D,2021/11/05 23:20:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1C,2021/11/06 06:47:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,2021/11/04 07:00:00+00
2099,ARSON,455 PC ARSON-ATTEMPT,2,2B,2021/11/06 05:11:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4A,2021/11/02 07:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,2021/09/20 09:57:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,1,1A,2021/10/30 10:08:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6E,2021/09/20 15:41:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1A,2021/11/02 13:29:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6C,2021/11/04 12:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6D,2021/09/20 18:32:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2C,2021/10/24 18:50:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,2021/11/03 08:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,2021/10/28 02:22:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4B,2021/11/04 03:00:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5A,2021/11/02 13:51:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,2021/11/04 13:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6A,2021/10/25 02:20:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,2021/09/21 01:31:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/09/20 12:01:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1C,2021/11/03 05:20:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,2021/11/04 03:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,2021/10/29 05:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/11/04 01:40:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/09/20 13:06:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1A,2021/11/04 03:00:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2B,2021/11/03 08:13:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5C,2021/11/03 08:00:00+00
2310,LARCENY,1708 US THEFT OF MAIL,5,5C,2021/11/03 01:16:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6C,2021/11/02 10:12:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6E,2021/11/03 08:08:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1C,2021/11/03 08:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,2021/11/04 14:15:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3B,2021/11/04 13:30:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1C,2021/11/04 20:45:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,2021/11/04 17:00:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,2021/11/04 07:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,2021/09/21 00:47:00+00
7000,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2A,2021/09/19 22:39:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,2021/09/19 23:56:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,2021/09/19 14:40:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,2021/09/19 14:48:00+00
5401,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,3,3M,2021/11/02 21:19:00+00
5212,WEAPON OFFENSE,30605 POSS ASSAULT WEAPON,1,1C,2021/11/05 02:08:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,2021/09/22 01:01:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,2021/09/22 01:10:00+00
5499,TRAFFIC,23222(B)POSSESS MARIJ IN VEH,2,2C,2021/11/04 14:20:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2C,2021/11/04 18:59:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,2021/09/21 17:52:00+00
5499,TRAFFIC,14601.1(A) SUSP LIC-OTHER,5,5B,2021/10/21 00:29:00+00
1299,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3M,2021/11/06 00:39:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,3,3M,2021/11/06 05:49:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,2021/08/20 08:10:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,2021/10/31 20:36:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,2021/09/21 15:58:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,2021/09/21 23:14:00+00
7000,INCIDENT RPT,TOWED/STORED VEH-14602.6,3,3A,2021/09/21 17:48:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4C,2021/10/29 08:15:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2B,2021/11/01 22:30:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,2021/10/30 00:00:00+00
2605,THEFT,484G PC THEFT BY CREDIT CARD,4,4A,2021/11/03 16:42:00+00
2310,LARCENY,1708 US THEFT OF MAIL,6,6E,2021/11/04 15:00:00+00
2605,FRAUD,484G(B) PC ACCESS CARD FRAUD,5,5A,2021/11/02 14:30:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,2021/09/22 10:24:00+00
2605,THEFT,484G PC THEFT BY CREDIT CARD,3,3A,2021/11/01 07:34:00+00
2605,THEFT,484G PC THEFT BY CREDIT CARD,5,5C,2021/11/02 17:42:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,2021/09/22 18:30:00+00
2605,THEFT,484G PC THEFT BY CREDIT CARD,5,5B,2021/11/02 18:10:00+00
2605,THEFT,484G PC THEFT BY CREDIT CARD,5,5A,2021/11/02 19:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,2021/10/18 07:01:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,2021/09/22 19:32:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,2021/09/22 21:35:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,2021/11/05 07:01:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,2021/09/22 16:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,2021/11/04 10:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,2021/09/22 22:52:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/09/23 02:05:00+00
2605,THEFT,484G PC THEFT BY CREDIT CARD,5,5A,2021/11/02 20:49:00+00
2602,FRAUD,FRAUD-SWINDLE,6,6B,2021/01/15 16:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/11/02 23:45:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,2021/09/22 19:27:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,2021/09/23 01:24:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1B,2021/11/03 19:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,2021/11/01 17:00:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4B,2021/10/13 20:23:00+00
2099,ARSON,451(D) PC ARSON OF PROPERTY,4,4A,2021/11/03 21:11:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,2021/09/23 21:33:00+00
5212,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,1,1A,2021/10/18 17:23:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6C,2021/11/02 19:57:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,2021/11/05 19:23:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,2021/11/03 11:53:00+00
2602,FRAUD,FRAUD-SWINDLE,2,2A,2021/11/01 07:29:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/09/24 02:52:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,2021/09/24 14:36:00+00
999,HOMICIDE,197 JUSTIFIABLE HOMI-CIVILIAN,6,6B,2021/10/18 04:09:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,2021/09/24 19:01:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,2021/11/05 04:00:00+00
2605,THEFT,484G PC THEFT BY CREDIT CARD,4,4C,2021/10/02 15:00:00+00
2605,FRAUD,484G(B) PC ACCESS CARD FRAUD,4,4B,2021/11/02 13:55:00+00
2605,FRAUD,484G(B) PC ACCESS CARD FRAUD,6,6C,2021/11/02 19:00:00+00
1315,AGG ASSAULT,245(A)(4)AWDW-FORCE ONLY,1,1A,2021/11/05 19:01:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6E,2021/09/25 18:09:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,2021/07/15 20:00:00+00
5212,WEAPON OFFENSE,30605 POSS ASSAULT WEAPON,5,5A,2021/11/06 01:24:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,2021/09/26 00:05:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,2021/09/26 04:57:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,2021/11/05 12:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,2021/09/25 17:13:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,2021/09/25 16:52:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,2021/10/05 23:11:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,2021/09/26 15:22:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,2021/10/17 03:48:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,2021/10/29 06:38:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,2021/10/22 16:09:00+00
2404,AUTO THEFT,10855 VC LSE/RENT NOT RETURNED,2,2C,2021/10/19 15:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,2021/10/29 21:24:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,2021/10/30 02:30:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2C,2021/11/05 01:50:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,2021/11/04 01:00:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2A,2021/11/06 02:40:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1C,2021/10/30 08:30:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4A,2021/11/06 03:00:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2B,2021/10/31 23:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,2021/10/30 03:02:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4C,2021/10/25 17:31:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,2021/07/22 20:40:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,2021/11/02 23:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,5,5C,2021/10/30 23:12:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,2021/11/05 05:48:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,2021/10/31 01:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6E,2021/11/04 23:55:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,2021/10/24 15:08:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6B,2021/10/30 13:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2B,2021/11/03 15:15:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,2021/10/31 01:13:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,2021/11/05 02:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3B,2021/11/04 07:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,2021/11/05 01:35:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,2021/11/04 03:45:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,2021/11/05 13:10:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,2021/11/05 00:40:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,2021/10/29 22:22:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,2021/10/26 22:50:00+00
2605,THEFT,484G PC THEFT BY CREDIT CARD,5,5C,2021/10/07 15:54:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,2021/10/22 13:50:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,2021/10/13 21:15:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,2021/11/06 00:53:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,2021/10/26 21:10:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5C,2021/10/31 06:48:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,2021/10/31 18:15:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,2,2B,2021/09/27 05:52:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,2021/10/31 18:25:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,2021/11/01 13:26:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,2021/09/26 23:09:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,2021/09/27 02:02:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,2021/11/05 02:30:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,2021/09/26 17:50:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6D,2021/09/27 18:45:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,2021/09/27 16:01:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/09/27 19:45:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,2021/09/27 23:55:00+00
3560,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,6,6A,2021/11/05 01:49:00+00
5499,TRAFFIC,23109(C) EXHIBITION OF SPEED,,,2021/11/06 05:14:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,2021/09/27 11:53:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,2021/09/27 14:20:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,2021/09/27 15:43:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,2021/09/27 17:31:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,2021/09/28 07:12:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,2021/09/28 14:00:00+00
2399,LARCENY,487(D)(2) GRAND THFT GUN >$950,4,4B,2021/11/01 15:00:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,UI,UI,2021/09/28 01:47:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,2021/09/29 02:05:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/09/29 00:02:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,2021/10/26 19:00:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,3,3M,2021/10/31 07:16:00+00
